2788	Akaladevi_temple.jpg	wm	Akaladevi temple	Deepti Gurung, Lamachour	CC BY-SA 4.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=91166156	cover
6830	Akaladevi_temple.jpg	wm	Akaladevi temple	Deepti Gurung, Lamachour	CC BY-SA 4.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=91166156	cover
6833	Akaladevi_temple.jpg	wm	Akaladevi temple	Deepti Gurung, Lamachour	CC BY-SA 4.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=91166156	cover
7529	Huge_bell_at_Pathibhara_Devi_temple.jpg	wm	Huge bell at Pathibhara Devi temple	Salman Gurung	CC BY-SA 3.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=29308607	cover
5774	Tila_Valley_Jumla.JPG	wm	Tila Valley Jumla	Soraj Shahi	CC BY-SA 3.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=40914372	cover
7519	Simikot_N.jpg	wm	Simikot N	Bajraniraj	CC BY-SA 4.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=49006979	cover
5789	Budasubba_Temple_Dharan_Sunsari_Nepal_Rajesh_Dhungana_%281%29.jpg	wm	Budasubba Temple Dharan Sunsari Nepal	Rajesh Dhungana	CC BY-SA 4.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=115117115	cover
6852	Gadhimai_Temple_%282%29.JPG	wm	Gadhimai Temple (2)	बिप्लब आनन्द	CC BY-SA 3.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=35607612	cover
5827	Mahendra_Highway_in_Lahan%2C_Nepal.jpg	wm	Mahendra Highway in Lahan, Nepal	Innocentbunny	CC BY-SA 3.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=78607636	cover
5791	https://live.staticflickr.com/217/513472325_513bc97c96_b.jpg	direct	Mountain Range	anantal	CC BY 2.0	flickr	https://www.flickr.com/photos/33088287@N00/513472325	cover
6859	Dolakha_Bhimsen_Temple.jpg	wm	Dolakha Bhimsen Temple	Dinesh 2016	CC BY-SA 4.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=51924374	cover
7528	Dolakha_Bhimsen_Temple.jpg	wm	Dolakha Bhimsen Temple	Dinesh 2016	CC BY-SA 4.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=51924374	cover
