6906	Annapurna_Himalaya_Range_-_Nepal.JPG	wm	Annapurna Himalaya Range - Nepal	Bogatisaroj	CC BY-SA 3.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=33146090	cover
7045	https://live.staticflickr.com/1937/31174349528_1c1400f413_b.jpg	direct	Asan Tole, Kathmandu	isapisa	CC BY-SA 2.0	flickr	https://www.flickr.com/photos/97189192@N00/31174349528	cover
6659	https://pd.w.org/2025/01/321679d01426026a3.81499634-2048x1536.jpeg	direct	Farm house at Dhampus village	Anil Gurung	CC0 1.0	wordpress	https://wordpress.org/photos/photo/321679d014/	cover
7056	https://pd.w.org/2025/01/321679d01426026a3.81499634-2048x1536.jpeg	direct	Farm house at Dhampus village	Anil Gurung	CC0 1.0	wordpress	https://wordpress.org/photos/photo/321679d014/	cover
7196	Highway_to_Dhunche%2C_Rasuwa.JPG	wm	Highway to Dhunche, Rasuwa	Kapilkhatri19	CC BY-SA 3.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=40362232	cover
7095	Godawari_Kunda_Holy_Spot_Godawari_Lalitpur_Nepal_Rajehs_Dhungana_%2811%29.jpg	wm	Godawari Kunda Holy Spot Godawari Lalitpur Nepal Rajehs Dhungana (11)	Rajesh Dhungana	CC BY-SA 4.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=122383766	cover
7432	https://live.staticflickr.com/209/497680794_92d40f9bc6_b.jpg	direct	Nepal - Sagamartha Trek - 178 - Khumbu Icefall and Everest	mckaysavage	CC BY 2.0	flickr	https://www.flickr.com/photos/56796376@N00/497680794	cover
6745	Koshi_Tappu_Widllife_Reserve_tour_for_WLB_2024_%284%29.jpg	wm	Koshi Tappu Widllife Reserve tour for WLB 2024 (4)	Nirmal Dulal	CC BY-SA 4.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=146367357	cover
7415	Itahari%2C_Nepal.jpg	wm	Itahari, Nepal	Muskan Puma Rai	CC0 1.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=144900657	cover
6962	Kali_Gandaki_Bridge%2C_Jomsom_Village-WLV--0685.jpg	wm	Kali Gandaki Bridge, Jomsom Village-WLV--0685	Bijay Chaurasia	CC BY-SA 4.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=65616654	cover
6686	Bus_Stand%2C_Jomsom_Village-WLV-0671.jpg	wm	Bus Stand, Jomsom Village-WLV-0671	Bijay Chaurasia	CC BY-SA 4.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=65616646	cover
6934	https://live.staticflickr.com/1958/31368912498_81a3578b26_b.jpg	direct	Gupteshwor Mahadev Cave, Pokhara	isapisa	CC BY-SA 2.0	flickr	https://www.flickr.com/photos/97189192@N00/31368912498	cover
6439	Makalu_mountain_range.jpg	wm	Makalu mountain range	Sthanabindra	CC BY-SA 4.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=89795359	cover
6478	Makalu_Barun_National_Park.jpg	wm	Makalu Barun National Park	Bms.subash	CC BY-SA 4.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=78496735	cover
6828	Bhadrakali_temple_pokhara.JPG	wm	Bhadrakali temple pokhara	Dhurba Gurung	CC BY-SA 4.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=43791224	cover
6756	Rhododendron_forest_at_Ghorepani_%284525879748%29.jpg	wm	Rhododendron forest at Ghorepani (4525879748)	Greg Willis	CC BY-SA 2.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=24310365	cover
6936	Maratika_cave_1.jpg	wm	Maratika cave 1	Christopher J. Fynn	CC BY-SA 4.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=67324403	cover
6868	https://live.staticflickr.com/1053/5104888007_5a6fcd652b_b.jpg	direct	Maya Devi temple, Lumbini	krebsmaus07	CC BY 2.0	flickr	https://www.flickr.com/photos/13891036@N07/5104888007	cover
6654	https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Lumbini%2C_the_Birthplace_of_the_Lord_Buddha-118032.jpg/960px-Lumbini%2C_the_Birthplace_of_the_Lord_Buddha-118032.jpg	direct	Lumbini, the Birthplace of the Lord Buddha	UNESCO	CC BY-SA 3.0	wikimedia	https://commons.wikimedia.org/wiki/File:Lumbini,_the_Birthplace_of_the_Lord_Buddha-118032.jpg	cover
7031	https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Lumbini%2C_the_Birthplace_of_the_Lord_Buddha-118032.jpg/960px-Lumbini%2C_the_Birthplace_of_the_Lord_Buddha-118032.jpg	direct	Lumbini, the Birthplace of the Lord Buddha	UNESCO	CC BY-SA 3.0	wikimedia	https://commons.wikimedia.org/wiki/File:Lumbini,_the_Birthplace_of_the_Lord_Buddha-118032.jpg	cover
7455	https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Koshi_Tappu_Widllife_Reserve_tour_for_WLB_2024_%284%29.jpg/960px-Koshi_Tappu_Widllife_Reserve_tour_for_WLB_2024_%284%29.jpg	direct	Koshi Tappu Wildlife Reserve	Nirmal Dulal	CC BY-SA 4.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=146367357	cover
7453	https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Lumbini%2C_the_Birthplace_of_the_Lord_Buddha-118032.jpg/960px-Lumbini%2C_the_Birthplace_of_the_Lord_Buddha-118032.jpg	direct	Lumbini, the Birthplace of the Lord Buddha	UNESCO	CC BY-SA 3.0	wikimedia	https://commons.wikimedia.org/wiki/File:Lumbini,_the_Birthplace_of_the_Lord_Buddha-118032.jpg	cover
7454	https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Domukha_kankai_river_jhapa_nepal.jpg/960px-Domukha_kankai_river_jhapa_nepal.jpg	direct	Domukha kankai river jhapa nepal	देवराज पौडेल	CC BY-SA 4.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=44019626	cover
# ---- gallery photos (second real image for the same place) ----
6934	https://live.staticflickr.com/1967/45193423972_57ff7154ba_b.jpg	direct	Gupteshwor Mahadev Cave, Pokhara	isapisa	CC BY-SA 2.0	flickr	https://www.flickr.com/photos/97189192@N00/45193423972	gallery
6828	Bhadrakali_Temple%2CPokhara.JPG	wm	Bhadrakali Temple,Pokhara	Bibek28	CC BY-SA 4.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=43837340	gallery
6745	Koshi_Tappu_Widllife_Reserve_tour_for_WLB_2024_%2811%29.jpg	wm	Koshi Tappu Widllife Reserve tour for WLB 2024 (11)	Nirmal Dulal	CC BY-SA 4.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=146367372	gallery
7095	Dhunge_Dhara_Stone_Spout_Godawari_Kunda_Godawari_Lalitpur_Nepal_Rajesh_DhunganaJPG_%2812%29.jpg	wm	Dhunge Dhara Stone Spout Godawari Kunda Godawari Lalitpur Nepal	Rajesh Dhungana	CC BY-SA 4.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=122354681	gallery
6439	https://live.staticflickr.com/2662/3852179714_62645c680a_b.jpg	direct	SP at Makalu Base Camp	dhilung	CC BY 2.0	flickr	https://www.flickr.com/photos/7236858@N07/3852179714	gallery
7196	https://pd.w.org/2025/11/908691a9c437c74f2.44833026-1536x2048.jpg	direct	A quiet sunset view of the green hilly areas over Dhunche, Rasuwa	Bikash Pun	CC0 1.0	wordpress	https://wordpress.org/photos/photo/908691a9c4/	gallery
6962	Bus_Stand%2C_Jomsom_Village-WLV-0671.jpg	wm	Bus Stand, Jomsom Village-WLV-0671	Bijay Chaurasia	CC BY-SA 4.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=65616646	gallery
6868	https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Lumbini_Sacred_Garden-118029.jpg/960px-Lumbini_Sacred_Garden-118029.jpg	direct	Lumbini Sacred Garden	UNESCO	CC BY-SA 3.0	wikimedia	https://commons.wikimedia.org/wiki/File:Lumbini_Sacred_Garden-118029.jpg	gallery
