5890	Rara_Lake,_Nepal_09.JPG	wm	Rara Lake, Nepal 09	Raju Journalist	CC BY-SA 3.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=40055659
6477	Rara_Lake,_Nepal_09.JPG	wm	Rara Lake, Nepal 09	Raju Journalist	CC BY-SA 3.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=40055659
2154	Rara_Lake,_Nepal_09.JPG	wm	Rara Lake, Nepal 09	Raju Journalist	CC BY-SA 3.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=40055659
5825	Shuklaphanta_National_Park-1.jpg	wm	Shuklaphanta National Park-1	Hopingyousuf	CC BY-SA 4.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=79202380
6750	Shuklaphanta_National_Park-1.jpg	wm	Shuklaphanta National Park-1	Hopingyousuf	CC BY-SA 4.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=79202380
6904	Mt._Kanjiroba.jpg	wm	Mt. Kanjiroba	Prashant Shahi	CC BY-SA 4.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=67252244
6779	Karnali_river.JPG	wm	Karnali river	Sherparinji	CC BY-SA 3.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=32858200
6683	Karnali_river.JPG	wm	Karnali river	Sherparinji	CC BY-SA 3.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=32858200
7017	Karnali_river.JPG	wm	Karnali river	Sherparinji	CC BY-SA 3.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=32858200
6573	Blackbucks_(Krishnasar)_at_Khairapur_Bardiya,_Nepal.jpg	wm	Blackbucks (Krishnasar) at Khairapur Bardiya, Nepal	Vijaythapa333	CC BY-SA 4.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=135338985
2513	Dho_2017-04-30_view-from-outside.jpg	wm	Dho 2017-04-30 view-from-outside	jmhullot	CC BY-SA 4.0	wikimedia	https://commons.wikimedia.org/wiki/File:Dho_2017-04-30_view-from-outside.jpg
6694	Singhapal_Baba%27s_temple_Singhapur_Suklaphat_Mahendranagar_Nepal_Rajesh_Dhungana_(12).jpg	wm	Singhapal Baba's temple Singhapur Suklaphat Mahendranagar Nepal Rajesh Dhungana (12)	Rajesh Dhungana	CC BY-SA 4.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=118228054
