6951	Ghandruk_village_overlooking_Annapurna.jpg	wm	Ghandruk village overlooking Annapurna	Kushaltmg	CC BY-SA 4.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=58697908
3648	International_mountain_museum_pokhara_hall.jpg	wm	International mountain museum pokhara hall	Sadmadd	CC BY-SA 4.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=79459782
6326	International_mountain_museum_pokhara_hall.jpg	wm	International mountain museum pokhara hall	Sadmadd	CC BY-SA 4.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=79459782
5785	Bardia_National_Park.JPG	wm	Bardia National Park	Ganesh Paudel	CC BY-SA 3.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=25830532
6867	https://live.staticflickr.com/1053/5104888007_5a6fcd652b_b.jpg	direct	Maya Devi temple, Lumbini	krebsmaus07	CC BY 2.0	flickr	https://www.flickr.com/photos/13891036@N07/5104888007
5889	https://live.staticflickr.com/1053/5104888007_5a6fcd652b_b.jpg	direct	Maya Devi temple, Lumbini	krebsmaus07	CC BY 2.0	flickr	https://www.flickr.com/photos/13891036@N07/5104888007
6723	https://live.staticflickr.com/1053/5104888007_5a6fcd652b_b.jpg	direct	Maya Devi temple, Lumbini	krebsmaus07	CC BY 2.0	flickr	https://www.flickr.com/photos/13891036@N07/5104888007
5453	https://live.staticflickr.com/1053/5104888007_5a6fcd652b_b.jpg	direct	Maya Devi temple, Lumbini	krebsmaus07	CC BY 2.0	flickr	https://www.flickr.com/photos/13891036@N07/5104888007
6436	Chandragiricablecar.jpg	wm	Chandragiricablecar	Chandragiri Cable Car	CC BY 4.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=54254310
7217	Bageshwori_Temple_Nepalgunj.JPG	wm	Bageshwori Temple Nepalgunj	Brmagar	CC BY-SA 4.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=43838639
7223	Bageshwori_Temple_Nepalgunj.JPG	wm	Bageshwori Temple Nepalgunj	Brmagar	CC BY-SA 4.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=43838639
6821	Bhaleshwor_Mahadev,_Chandragiri_Hill.jpg	wm	Bhaleshwor Mahadev, Chandragiri Hill	GB Ryan771	CC BY-SA 4.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=78607683
7173	Kumari_Caves,_Nepal.png	wm	Kumari Caves, Nepal	WhosTheRob	CC BY-SA 4.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=58791598
7190	Tatopani_Hot_Spring_Kodari.jpg	wm	Tatopani Hot Spring Kodari	Fuwuyuan	CC BY-SA 4.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=60932900
7155	Namaste_Jharna.jpg	wm	Namaste Jharna	Iammanoj	CC BY-SA 4.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=59149060
6730	https://live.staticflickr.com/3631/3349547044_2282e57c17.jpg	direct	Eloping with Everest...	dhilung	CC BY 2.0	flickr	https://www.flickr.com/photos/7236858@N07/3349547044
7141	Domukha_kankai_river_jhapa_nepal.jpg	wm	Domukha kankai river jhapa nepal	देवराज पौडेल	CC BY-SA 4.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=44019626
5767	Api_Bascamp(Darchula,_Nepal).jpg	wm	Api Bascamp(Darchula, Nepal)	Bibekkunwar7	CC BY-SA 4.0	wikimedia	https://commons.wikimedia.org/w/index.php?curid=149419757
